MessageId,Actual,Predicted,Probability
156,0,0,0.010319507045312934
157,0,0,0.008217739605977787
158,0,0,0.007161313097172231
159,1,1,0.9979454000881438
160,1,1,0.9997740658930568
161,0,0,0.008896488889208744
162,0,0,0.009292059603484157
163,0,0,0.007937598464710514
164,1,1,0.9984822004970919
165,1,1,0.9964080384825216
166,0,0,0.020082678918748483
167,1,1,0.9998096545569786
168,0,0,0.009280990943614077
169,0,0,0.01206330239685352
170,0,0,0.012172193920555106
171,0,0,0.009735372364531971
172,0,0,0.007491317139204458
173,0,0,0.007312578531561079
174,0,0,0.011077738730137468
175,0,0,0.007272370562856951
176,0,0,0.007404409125829752
177,0,0,0.009128693880513941
178,0,0,0.007668354692127365
179,0,0,0.020016581747033756
180,0,0,0.01054289654098858
181,0,0,0.01061387585680772
182,0,0,0.008162798163192079
183,0,0,0.008668219405061343
184,0,0,0.010749237909537948
185,0,0,0.008002233950343116
186,0,0,0.008162508998496427
187,0,0,0.008447428430280747
188,1,1,0.9998062765307764
189,0,0,0.010462751004848747
190,0,0,0.008063130356537017
191,1,1,0.9988178331806814
192,0,0,0.00799375796737334
193,0,0,0.009142952771878224
194,0,0,0.019902518865463386
195,0,0,0.0082986649171412
196,0,0,0.0074800194957637504
197,0,0,0.007502174192683792
198,0,0,0.008200292526858428
199,0,0,0.009658753164375325
200,0,0,0.00772017672869296
201,0,0,0.00734190770042101
202,0,0,0.009107145388784217
203,0,0,0.0077305594710271475
204,0,0,0.00984699154447031
205,0,0,0.012642953130643609
206,0,0,0.0073776564928092845
207,0,0,0.007548080136023141
208,0,0,0.010338217315016229
209,0,0,0.007731169375629375
210,0,0,0.008869508920476596
211,0,0,0.00893805923124454
212,0,0,0.02261402767671538
213,0,0,0.008490663447352614
214,0,0,0.007687444105089425
215,0,0,0.007596521653807983
216,0,0,0.029387107744765384
217,0,0,0.009563435999435727
218,0,0,0.008382567593629731
219,0,0,0.009643509664693914
220,0,0,0.0073572552736428
221,0,0,0.007718656276594931
222,0,0,0.012527811134891003
223,0,0,0.007134220443911714
224,0,0,0.007254981626068401
225,1,1,0.9997662532801435
226,0,0,0.007791746648812909
227,1,1,0.9626315875342558
228,0,0,0.018172760867068528
229,0,0,0.008058324094631732
230,0,0,0.007411470915036739
231,0,0,0.007777487403528843
232,0,0,0.00812755360298996
233,0,0,0.007975894679174679
234,0,0,0.007837289187062477
235,1,1,0.9982062321650612
236,0,0,0.007303699444516263
237,0,0,0.009384401011017751
238,0,0,0.009047597840191208
239,0,0,0.008859886021788676
240,1,1,0.9983165762985284
241,0,0,0.016585798732657423
242,0,0,0.015391956190488106
243,0,0,0.008385602945450588
244,0,0,0.007318489021088567
245,0,0,0.00859557989027162
246,0,0,0.00756818213319407
247,0,0,0.00811223021443098
248,0,0,0.01169135943028702
249,0,0,0.007148820174519286
250,1,1,0.9998257989840028
251,0,0,0.013620977942384656
252,0,0,0.007529539325978978
253,0,0,0.007887717288456336
254,0,0,0.013702239058919779
255,0,0,0.008500723029856867
256,0,0,0.01039752802301397
257,0,0,0.0108855475855892
258,0,0,0.010483602545371238
259,1,1,0.9997676069469552
260,0,0,0.008190973865108895
261,0,0,0.008087751544072047
262,0,0,0.007447119231725487
263,0,0,0.01893397400761786
264,1,1,0.9934409753269692
265,0,0,0.008165224698927514
266,0,0,0.009688303141597847
267,0,0,0.008327114976398401
268,1,1,0.9998137946779098
269,0,0,0.0146567378329372
270,1,1,0.9996907499553379
271,0,0,0.008943378497620154
272,0,0,0.007475296171024064
273,1,1,0.9996526945308863
274,0,0,0.00867338916906923
275,0,0,0.010190473429933462
276,0,0,0.008539518384850519
277,0,0,0.016984162222030374
278,0,0,0.007405294314224747
279,0,0,0.007646243881100634
280,0,0,0.012876619011446627
281,0,0,0.008837561558729277
282,0,0,0.008817827182151378
283,0,0,0.007757411004721924
284,0,0,0.009200377018717138
285,0,0,0.007379669601401721
286,0,0,0.007359278633216953
287,0,0,0.007400032344250216
288,0,0,0.007880051862172699
289,0,0,0.007465544185966961
290,0,0,0.008051268591539701
291,0,0,0.007642511583715613
292,0,0,0.007596146028147516
293,0,0,0.007708973691672757
294,0,0,0.01283901969451451
295,0,0,0.015110036339452841
296,1,1,0.9995542170023832
297,0,0,0.01385288476189877
298,0,0,0.007710898927852408
299,0,0,0.008557382511036868
300,0,0,0.007878385087477858
301,0,0,0.007923252370900202
302,0,0,0.008032696053847545
303,0,0,0.007566875810748338
304,0,0,0.020450919202749187
305,1,1,0.9975940671164405
306,0,0,0.008593679595161274
307,0,0,0.008562577177051741
308,0,0,0.008200043072721252
309,1,1,0.9995313865324386
310,0,0,0.015843106498648205
311,0,0,0.010239657421561403
312,1,1,0.9997228800748018
313,0,0,0.008155739578941034
314,0,0,0.00807649558752823
315,0,0,0.00852554672733022
316,0,0,0.008607616358681706
317,0,0,0.007634501344626056
318,0,0,0.00838323695131164
319,1,1,0.9997536823873123
320,0,0,0.010413234785851423
321,0,0,0.007925273513986602
322,0,0,0.007369887343365349
323,0,0,0.007988199198001608
324,0,0,0.007881180946142284
325,0,0,0.007581671460890846
326,0,0,0.021847672824480555
327,0,0,0.008364470388893893
328,0,0,0.008307707124724978
329,0,0,0.013019888111870456
330,0,0,0.009414155734761925
331,0,0,0.009242428805504849
332,0,0,0.01525217003473615
333,1,1,0.9966649068745957
334,0,0,0.019302202929858035
335,1,1,0.9994835125403401
336,0,0,0.00894144850151316
337,0,0,0.008364677049047534
338,0,0,0.008941282946088874
339,0,0,0.007134220443911714
340,0,0,0.00884797784579919
341,0,0,0.0072814525757251836
342,0,0,0.010260937007088435
343,0,0,0.01858793834583019
344,0,0,0.009723752691519144
345,0,0,0.010530657681749456
346,0,0,0.011231180363573158
347,0,0,0.0078445888543892
348,0,0,0.00961582214777539
349,1,1,0.9990759394950465
350,0,0,0.00781770722616005
351,0,0,0.011698986332761781
352,0,0,0.008016930439483884
353,0,0,0.007613136366830451
354,0,0,0.008172441855662035
355,0,0,0.007653109552715005
356,0,0,0.007979905310477597
357,1,1,0.9998257989840028
358,1,1,0.9997886042711867
359,0,0,0.007705328450071432
360,0,0,0.0076031046288792745
361,0,0,0.00830977158353451
362,0,0,0.007317527172100707
363,0,0,0.00955759246020904
364,0,0,0.00827741757503713
365,0,0,0.00805618424333885
366,0,0,0.008366507098858295
367,1,1,0.9998115799859028
368,1,1,0.9997480432758676
369,0,0,0.010002402939533833
370,0,0,0.01124541612259035
371,0,0,0.007847245149497932
372,0,0,0.011148019182946889
373,0,0,0.00784814420832061
374,0,0,0.007559280868904936
375,1,1,0.9993381944788511
376,0,0,0.007898992378002583
377,0,0,0.008240415737943386
378,0,0,0.00988796578770457
379,0,0,0.020324710171300175
380,0,0,0.008144115894212255
381,0,0,0.007335961819634516
382,0,0,0.008124361353540416
383,0,0,0.007538380690132994
384,0,0,0.007728328554552992
385,1,1,0.9997214346649343
386,0,0,0.012434163614866685
387,0,0,0.02258472204589486
388,0,0,0.007876296413895627
389,1,1,0.9997109855768384
390,0,0,0.007519277814039844
391,0,0,0.0076986948253017695
392,0,0,0.00817155463185115
393,0,0,0.007277312406447633
394,0,0,0.007525383173773167
395,0,0,0.00775745032367855
396,0,0,0.03598103034744162
397,0,0,0.010261451262343126
398,0,0,0.007660344873682346
399,0,0,0.007858925702910448
400,0,0,0.010434151598946808
401,1,1,0.999764161597823
402,0,0,0.007985212567985076
403,0,0,0.010994386701738667
404,0,0,0.009343413024458224
405,0,0,0.008139808865182709
406,0,0,0.007737176724828202
407,0,0,0.007515446219335242
408,0,0,0.00874590889106097
409,0,0,0.01912545324093076
410,0,0,0.009812832882223609
411,0,0,0.007796401466267128
412,0,0,0.007589875813716015
413,0,0,0.009736565679099399
414,0,0,0.00846603778481379
415,1,1,0.9989169290987424
416,0,0,0.008107716064438475
417,0,0,0.016455028568498647
418,1,1,0.999806027704285
419,0,0,0.00799038404557184
420,1,1,0.9959103123743693
421,0,0,0.01359050612434647
422,1,1,0.9993715717155905
423,0,0,0.010901632149416765
424,1,1,0.9998243127938069
425,0,0,0.009187776952425345
426,0,0,0.007237550800648421
427,0,0,0.00950067544495713
428,0,0,0.009135475619103061
429,0,0,0.007541519894834025
430,0,0,0.007679512944927319
431,0,0,0.007346659850049655
432,0,0,0.008654708685304848
433,1,1,0.9996811967969317
434,0,0,0.010740387575054786
435,0,0,0.007267281734501569
436,0,0,0.007269061464193456
437,0,0,0.007393216029330571
438,0,0,0.008434705901563845
439,0,0,0.0774455588710611
440,0,0,0.009153643234279953
441,0,0,0.0077428294863112
442,0,0,0.007620756977698913
443,0,0,0.00816389071421876
444,0,0,0.007134220443911714
445,0,0,0.010828040619934186
446,0,0,0.007645110776443424
447,0,0,0.008324517127090165
448,0,0,0.00829154296668953
449,0,0,0.009962585991441963
450,0,0,0.013968540573871126
451,0,0,0.022364984327084638
452,0,0,0.0074367913154510905
453,0,0,0.01106125888414879
454,0,0,0.0077637209278331315
455,1,1,0.9996288163112582
456,0,0,0.009551547176746035
457,0,0,0.007733960202175128
458,0,0,0.009257947007969574
459,0,0,0.008193962611003747
460,0,0,0.009751618771004649
461,0,0,0.00780656373019358
462,0,0,0.007748252661880562
463,1,1,0.9996551955852534
464,0,0,0.007144906913961051
465,0,0,0.007601242233239009
466,0,0,0.007458782461277075
467,0,0,0.0090017629802399
468,0,0,0.009946462300693957
469,0,0,0.007730886182822054
470,0,0,0.010520457764213087
471,1,1,0.9997055829684781
472,0,0,0.008385594978848535
473,0,0,0.008231619210351123
474,1,1,0.9991488643399168
475,0,0,0.007607887627585707
476,0,0,0.00729975109656374
477,0,0,0.007859924931445246
478,0,0,0.009520816013212818
479,0,0,0.008356620311294919
480,0,0,0.007928626529627317
481,0,0,0.012332898603390036
482,0,0,0.007707638460099243
483,0,0,0.007761298893465786
484,0,0,0.008135078086922494
485,0,0,0.013180293066873098
486,0,0,0.00948774364870382
487,1,1,0.999492095686372
488,0,0,0.008567008326667132
489,0,0,0.009502247661005615
490,0,0,0.00929624130121427
491,0,0,0.00898997527459314
492,1,1,0.9961517067002387
493,0,0,0.0071358702246154156
494,0,0,0.007485356908222034
495,0,1,0.933480661084529
496,0,0,0.008286489969366956
497,0,0,0.007474408131852392
498,0,0,0.009477938288326299
499,0,0,0.013782590795493294
500,0,0,0.009519653513762502
501,0,0,0.015445485749002156
502,0,0,0.0074931308422371235
503,0,0,0.013101898339951951
504,0,0,0.010189545949301566
505,1,1,0.9998035386534145
506,0,0,0.007215027378087144
507,0,0,0.008931329811106756
508,0,0,0.007553731964440197
509,0,0,0.019449244133179465
510,0,0,0.00983458839537107
511,0,0,0.025813056629715773
512,0,0,0.009759699914788728
513,0,0,0.00776092409659761
514,0,0,0.010385272445936226
515,1,1,0.9998114265196344
516,0,0,0.0259047163513228
517,1,1,0.9983582896897447
518,1,1,0.9988225010944007
519,0,0,0.008134609471486769
520,0,0,0.010724390186154498
521,0,0,0.01692188868358451
522,0,0,0.008098449282711797
523,0,0,0.009485319041076213
524,0,0,0.018510384819156612
525,1,1,0.9997951942549472
526,0,0,0.0106765245782684
527,1,1,0.9998065275540018
528,0,0,0.008266583882934638
529,1,1,0.9978877034464833
530,0,0,0.01295048923069929
531,1,1,0.999779943392283
532,0,0,0.008928135078097059
533,0,0,0.011231180363573158
534,0,0,0.007373247820525855
535,0,0,0.007417709733729498
536,0,0,0.007239073307153854
537,0,0,0.007155614582598781
538,0,0,0.008623096926663163
539,0,0,0.0074680695680773585
540,0,0,0.0078349710087579
541,1,1,0.9995273661362309
542,0,0,0.016626729028428534
543,0,0,0.007348553957245535
544,0,0,0.011541960663006938
545,0,0,0.007969104561296977
546,0,0,0.02055568655442848
547,0,0,0.008430697604975288
548,0,0,0.0076329428037047
549,0,0,0.007549572504690344
550,0,0,0.007809059414676956
551,0,0,0.008958897800763093
552,0,0,0.009284068746141419
553,0,0,0.015107299481358498
554,0,0,0.007482508338402809
555,0,0,0.011505239712282985
556,0,0,0.020120481108929045
557,0,0,0.007584534278799061
558,0,0,0.007996580008953673
559,0,0,0.00834190978927639
560,0,0,0.009138465015145484
561,0,0,0.009942406466819098
562,0,0,0.008565117705519078
563,0,0,0.009485641006279905
564,1,1,0.999814822001296
565,0,0,0.007995073430951051
566,0,0,0.010557806815972277
567,0,0,0.010316829893179174
568,0,0,0.007242089705109459
569,0,0,0.008489217922554861
570,0,0,0.011996798025662624
571,0,0,0.00719906065244962
572,0,0,0.009223592165396545
573,0,0,0.010414346468698779
574,0,0,0.02370655561773167
575,0,0,0.00905491609661295
576,1,1,0.9997597893976613
577,0,0,0.00986066652223255
578,0,0,0.0075441733331336434
579,1,1,0.9994882448862675
580,0,0,0.01806982708816733
581,0,0,0.00751530617393707
582,0,0,0.007226901856921661
583,1,1,0.9997033696291882
584,0,0,0.008201969483509304
585,0,0,0.012868127042598923
586,0,0,0.007767755431941185
587,0,0,0.00748774732707937
588,0,0,0.023085245435452966
589,0,0,0.009072603374554887
590,0,0,0.0074050620703157415
591,1,1,0.9997575287058187
592,1,1,0.9997002999197689
593,1,1,0.9997500194572629
594,0,0,0.01730882208487977
595,0,0,0.008471595903381509
596,0,0,0.009425975686952175
597,0,0,0.007593193042652637
598,1,1,0.9995990135586882
599,0,0,0.00804725232225114
600,0,0,0.007836121706916397
601,0,0,0.016000096480996963
602,0,0,0.00726396457214285
603,0,0,0.02373846746702626
604,0,0,0.0074372143842864145
605,0,0,0.008231232595413298
606,0,0,0.008400768075843407
607,1,1,0.9975784689240855
608,0,0,0.008341287821775704
609,0,0,0.007610960683268037
610,0,0,0.007602709785098025
611,1,1,0.9980185476033354
612,0,0,0.010965135285616968
613,0,0,0.019449812778647015
614,0,0,0.007761734311826343
615,0,0,0.01159904314633929
616,0,0,0.008231408788754285
617,0,0,0.007315402552915354
618,0,0,0.009099392602688187
619,0,0,0.008205185180786783
620,0,0,0.008737577132800602
621,0,0,0.007265916973168443
622,0,0,0.008019758782469105
623,0,0,0.008034246756258846
624,0,0,0.007240820154907406
625,0,0,0.011166963175534497
626,0,0,0.008289882971482528
627,0,0,0.0161230139537181
628,0,0,0.007416652070224888
629,1,1,0.9990173906321992
630,1,1,0.9996178109029297
631,0,0,0.007709011933197138
632,0,0,0.009248983083803392
633,0,0,0.009990925448899008
634,0,0,0.010037243220059788
635,1,1,0.9998326332143848
636,0,0,0.01240020450331162
637,0,0,0.007981634223320482
638,0,0,0.00805827650191481
639,0,0,0.009446486646920873
640,0,0,0.011530493252486507
641,0,0,0.008020434377309094
642,0,0,0.007550947580088227
643,0,0,0.00772097691455904
644,0,0,0.0077616645616014985
645,0,0,0.012422662144130075
646,0,0,0.009499133719408777
647,0,0,0.0075867775480471696
648,1,1,0.9997619452592099
649,0,0,0.009719236779569982
650,1,1,0.9997551097825726
651,0,0,0.009253426696176788
652,0,0,0.007492213138970221
653,0,0,0.0081720930129181
654,0,0,0.007902102156185862
655,0,0,0.007502174192683792
656,0,0,0.010049976136609759
657,0,0,0.008053477764975744
658,0,0,0.008183498734387309
659,0,0,0.011782633623602504
660,1,1,0.9927655515516838
661,0,0,0.010304314195889144
662,0,0,0.011816461544032361
663,0,0,0.007146898891367572
664,0,0,0.009381453144132483
665,0,0,0.011454638070780431
666,0,0,0.013804847522324993
667,0,0,0.007591289840575371
668,0,0,0.007497087853686269
669,0,0,0.008119104913925571
670,0,0,0.022574378318997067
671,0,0,0.008227234416477425
672,1,1,0.773253733068874
673,1,1,0.9997823489972638
674,0,0,0.007702714264581248
675,0,0,0.007082950106344286
676,0,0,0.007848128649279364
677,0,0,0.00775659341540728
678,0,0,0.007929277654646136
679,0,0,0.008881062501844308
680,0,0,0.007662537960082162
681,0,0,0.009866438665800802
682,0,0,0.011838014308942291
683,0,0,0.007669287802245933
684,1,1,0.9826904358744676
685,0,0,0.007508073706306301
686,0,0,0.007865720564012028
687,0,0,0.008894618199401858
688,0,0,0.008876881909523715
689,0,0,0.007903694472822654
690,1,1,0.9860048955812417
691,0,0,0.011333074577521574
692,0,0,0.0077999976080141455
693,0,0,0.007396082697952696
694,0,0,0.016960436074759673
695,0,0,0.007735051325703553
696,0,0,0.0077133074932336934
697,0,0,0.00798885153477312
698,0,0,0.008551017035252292
699,0,0,0.007308606621554072
700,0,0,0.3596362381836468
701,0,0,0.010395954447647274
702,0,0,0.007134220443911714
703,0,0,0.025729446242648474
704,0,0,0.0074494403520385674
705,0,0,0.008419399745703084
706,0,0,0.007393665136921479
707,0,0,0.011943717871998
708,0,0,0.00825992735249363
709,1,1,0.9996662719158428
710,1,1,0.9997546619193194
711,0,0,0.008689060583904899
712,0,0,0.007532543215090869
713,1,1,0.9984581307468615
714,0,0,0.010719260566331767
715,0,0,0.007633026279618743
716,0,0,0.007655068961727761
717,1,1,0.9996703476832888
718,0,0,0.010783386400739482
719,1,1,0.9998333820497339
720,0,0,0.00808677462407567
721,0,0,0.00837449753074467
722,0,0,0.009964563321682936
723,0,0,0.022367098931775433
724,0,0,0.011689978263597888
725,0,0,0.008788778207818693
726,0,0,0.007603152844874326
727,0,0,0.007223588154954605
728,0,0,0.009779721871550144
729,0,0,0.010654771885344326
730,0,0,0.00773398155210975
731,1,1,0.8207945191136022
732,0,0,0.00784721005228975
733,0,0,0.008448862244271934
734,0,0,0.009546728222262381
735,0,0,0.007863003586052257
736,0,0,0.00999400063238066
737,0,0,0.008720163323546708
738,1,1,0.999699351171631
739,0,0,0.009577748526457965
740,0,0,0.007358775730858077
741,0,0,0.009627505193636698
742,0,0,0.007617952923968962
743,0,0,0.0081332673769001
744,0,0,0.009681480478102359
745,0,0,0.012561659361673073
746,0,0,0.007878281498798819
747,0,0,0.008820887121415115
748,1,1,0.9995391512187436
749,0,0,0.008275141568283044
750,0,0,0.012982254915611904
751,1,0,0.31265447996534457
752,1,1,0.9986682861756583
753,0,0,0.012655754929778901
754,0,0,0.008186260207669787
755,0,0,0.008575520861005678
756,0,0,0.009353239260431268
757,0,0,0.007959177425524398
758,0,0,0.007653050371052725
759,0,0,0.014185143970689824
760,0,0,0.013474689040235428
761,1,1,0.9937618954720806
762,0,0,0.007316025681517462
763,1,1,0.9994929022702359
764,0,0,0.007454297826570393
765,0,0,0.00825372277164711
766,1,1,0.9996743160558468
767,0,0,0.007334967472284501
768,0,0,0.007134220443911714
769,0,0,0.008557382511036868
770,0,0,0.00808820027366765
771,0,0,0.008951767774545843
772,0,0,0.007372953933398481
773,0,0,0.012417649559146253
774,0,0,0.007282401468758999
775,0,0,0.008941282946088874
776,0,0,0.011360272137516617
777,0,0,0.0076770902454335235
778,0,0,0.007652167942453516
779,0,0,0.008072969855297965
780,0,0,0.009309435099908456
781,0,0,0.00983458839537107
782,0,0,0.007766438362600677
783,0,0,0.019449075653486882
784,1,1,0.9996218511390054
785,0,0,0.008679964963737243
786,0,0,0.008949643770929485
787,0,0,0.011042530654537462
788,1,1,0.9422052033879017
789,1,1,0.9994341767976819
790,0,0,0.0074800194957637504
791,0,0,0.008166498268780173
792,0,0,0.009077084836186987
793,0,0,0.01164454282569763
794,0,0,0.011201166858360494
795,0,0,0.012984356967971608
796,0,0,0.008372837935115748
797,1,1,0.9997184946485973
798,0,0,0.013110873329099961
799,0,0,0.008376494451782589
800,0,0,0.0075078562451492414
801,1,1,0.9997879907878214
802,0,0,0.007334068535587381
803,1,1,0.9998281534548927
804,1,1,0.9997919249264869
805,0,0,0.007460193552169078
806,0,0,0.017808968907037582
807,0,0,0.008572089996674045
808,0,0,0.009921923925468616
809,0,0,0.008782238867937685
810,0,0,0.008685235923839617
811,0,0,0.007613751678330615
812,0,0,0.020250402125177095
813,1,1,0.9998277184857849
814,0,0,0.009185725925340206
815,1,1,0.9979458288042663
816,0,0,0.008462814576743848
817,0,0,0.008749254494465102
818,0,0,0.01914874414175517
819,0,0,0.021987728976671974
820,0,0,0.009704549456394596
821,0,0,0.007821439771533755
822,0,0,0.1440782598531867
823,1,1,0.9995233741586649
824,1,1,0.9994530996648116
825,0,0,0.008119104913925571
826,0,0,0.00939598696598021
827,0,0,0.010016256899377041
828,0,0,0.0073570030308817815
829,0,0,0.007708211034844947
830,0,0,0.00869379561404162
831,1,1,0.9996679677153608
832,0,0,0.007751831124577615
833,1,1,0.9998326332143848
834,0,0,0.007961254290800116
835,0,0,0.019243895996049473
836,0,0,0.007332133440112799
837,1,1,0.999550531377764
838,0,0,0.007713826985144486
839,1,1,0.9997699265951302
840,1,1,0.9998248808987609
841,0,0,0.010442684878574736
842,0,0,0.009189547783108086
843,0,0,0.008776893006566826
844,1,1,0.9998141740999544
845,0,0,0.007739552136938461
846,0,0,0.007787406417960617
847,0,0,0.009236175788852993
848,0,0,0.009913193603193805
849,0,0,0.007331974017901226
850,1,1,0.9998065275540018
851,0,0,0.008575950790721903
852,0,0,0.010432879339582249
853,0,0,0.00819713893970843
854,0,0,0.00901880843533331
855,0,0,0.01035483359678826
856,1,1,0.9550827825187792
857,0,0,0.007768583570018891
858,0,0,0.007356930300987041
859,0,0,0.010995522665608007
860,0,0,0.008117470729421091
861,0,0,0.008869800328405085
862,0,0,0.011682463674012851
863,0,0,0.007983873836569988
864,0,0,0.007330732042206432
865,0,0,0.010336020187496566
866,1,1,0.9996388940702238
867,0,0,0.010030373722123915
868,1,1,0.999732034109108
869,1,0,0.237150952784394
870,1,1,0.9995158328277499
871,0,0,0.01042454046078655
872,0,0,0.007844887628307968
873,0,0,0.010318090204090838
874,0,0,0.008299649416266862
875,0,0,0.007603486337723326
876,1,1,0.9997184433852943
877,0,0,0.01011619479525463
878,1,1,0.9996908039659279
879,1,1,0.9976640037698381
880,1,1,0.998586625819353
881,1,1,0.99705649832301
882,0,0,0.007478657628544009
883,0,0,0.01033230717337574
884,0,0,0.009291832261641141
885,0,0,0.009889259245743747
886,0,0,0.017781312529069223
887,0,0,0.0073539975200998245
888,0,0,0.007639395222081348
889,0,0,0.018502940786156073
890,0,0,0.008856541540453745
891,0,0,0.007562675003560226
892,0,0,0.007678626252102663
893,0,0,0.04242885298455952
894,0,0,0.00802001199768075
895,0,0,0.007262617668370614
896,0,0,0.008352534840657502
897,0,0,0.007692001549606717
898,0,0,0.007961843309161033
899,0,0,0.007177726173811895
900,1,1,0.999543172814758
901,0,0,0.007491246105360131
902,0,0,0.010552919286226703
903,0,0,0.007686743926095147
904,0,0,0.01045503525387529
905,0,0,0.011767157837735406
906,0,0,0.008963879554753558
907,1,1,0.9993355363606367
908,0,0,0.00901163764580355
909,0,0,0.020392842726755032
910,1,1,0.999510660653653
911,0,0,0.007223743666145395
912,0,0,0.007945434325779282
913,0,0,0.008541172225825334
914,0,0,0.007196226288140527
915,0,0,0.008510382398162803
916,0,0,0.008593978644568245
917,0,0,0.009397634742960506
918,0,0,0.007920322048724454
919,0,0,0.008388111866775134
920,0,0,0.008478508131301844
921,0,0,0.011458709641448624
922,0,0,0.00792963577056887
923,0,0,0.00945177730137628
924,0,0,0.007519429025871597
925,0,0,0.015926483684327197
926,0,0,0.007669724906857751
927,0,0,0.010381231016591299
928,0,0,0.014935708718962234
929,0,0,0.007259612734652675
